"","ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment"
"GO:0050851","BP","GO:0050851","antigen receptor-mediated signaling pathway",74,0.401266639999779,1.863144287001,0.00102986611740474,0.0406787082649152,0.0379915305505142,1087,"tags=51%, list=30%, signal=36%","28434/28410/28458/79679/28392/28423/28395/640/28448/28589/11148/28467/28394/28388/3503/28444/28468/1493/3539/5063/28442/28439/50852/28409/3501/3494/3500/3514/100423062/3495/3538/3502/778/28408/3507/5579/3493/5588"
"GO:0006956","BP","GO:0006956","complement activation",72,0.559841207103098,2.58581402724814,0.00103092783505155,0.0406787082649152,0.0379915305505142,1248,"tags=81%, list=35%, signal=53%","28816/28434/28809/28410/28458/28938/28392/28822/28937/28423/28395/28913/28448/28817/28815/28467/28394/28388/3503/28444/28813/28793/28797/28468/3539/28442/28823/28908/28439/28796/629/28912/28825/716/28299/28409/3501/715/3494/722/3500/3514/100423062/3495/3538/51435/720/3502/28408/3507/721/3493/55061/1378/930/730/3075/28820"
"GO:0003823","MF","GO:0003823","antigen binding",65,0.631807771963283,2.87962100573589,0.00103412616339193,0.0406787082649152,0.0379915305505142,983,"tags=77%, list=28%, signal=57%","28816/28434/28809/28410/5340/28458/28938/28392/28822/28937/28423/28395/28913/28448/28817/28589/28815/28467/28394/28388/3503/28444/28813/28793/28797/28468/3539/28442/28823/28908/28439/28796/28912/28825/28299/11136/28409/3501/3494/3500/3514/100423062/6504/3495/3538/3502/28408/911/6976/3507"
"GO:0070613","BP","GO:0070613","regulation of protein processing",65,0.543346413687537,2.47643637143612,0.00103412616339193,0.0406787082649152,0.0379915305505142,1248,"tags=78%, list=35%, signal=52%","28816/28434/28809/28938/28392/28822/28937/28395/28913/28817/28815/28394/3503/28813/28793/28797/10418/3539/28442/28823/28908/28439/28796/629/28912/28825/716/6900/28299/3501/715/5054/7850/722/3500/3514/3538/720/2161/3502/7057/5270/5345/721/120892/55061/1378/930/730/3075/28820"
"GO:0008037","BP","GO:0008037","cell recognition",64,0.453521120808965,2.06028063294274,0.00103626943005181,0.0406787082649152,0.0379915305505142,983,"tags=52%, list=28%, signal=38%","28434/28410/28458/28392/2525/28423/28395/28448/28467/28394/28388/3503/28444/28468/3539/50863/28442/6363/28439/6900/28409/3501/1462/3494/2596/3500/3514/100423062/3495/3538/3502/28408/3507"
"GO:0002920","BP","GO:0002920","regulation of humoral immune response",59,0.524817554764121,2.35599180211083,0.00103950103950104,0.0406787082649152,0.0379915305505142,876,"tags=61%, list=25%, signal=47%","28816/28434/2302/28809/28938/28392/28822/28937/28395/28913/28817/28815/28394/3503/28813/28793/28797/3539/28442/28823/28908/28439/28796/629/28912/28825/716/28299/3501/715/722/3500/3514/124976/3538/720"
"GO:0006520","BP","GO:0006520","cellular amino acid metabolic process",61,0.424765942174074,1.91722259014978,0.00103950103950104,0.0406787082649152,0.0379915305505142,1145,"tags=57%, list=32%, signal=40%","64902/10249/58510/1807/1800/1644/339896/9971/1610/2731/130013/219595/635/148811/5625/92292/189/169355/2678/6545/4842/4143/445/1036/51733/10841/3172/64577/3067/51268/3242/2628/79814/6519/443"
"GO:0006958","BP","GO:0006958","complement activation, classical pathway",61,0.616616466866602,2.78315868189478,0.00103950103950104,0.0406787082649152,0.0379915305505142,983,"tags=79%, list=28%, signal=58%","28816/28434/28809/28410/28458/28938/28392/28822/28937/28423/28395/28913/28448/28817/28815/28467/28394/28388/3503/28444/28813/28793/28797/28468/3539/28442/28823/28908/28439/28796/28912/28825/716/28299/28409/3501/715/3494/722/3500/3514/100423062/3495/3538/720/3502/28408/3507"
"GO:0072562","CC","GO:0072562","blood microparticle",57,0.477673778596469,2.13088856534922,0.00103950103950104,0.0406787082649152,0.0379915305505142,1244,"tags=72%, list=35%, signal=48%","3273/5340/28822/28937/28913/3503/28793/1356/3539/28442/28908/28796/629/12/28912/590/716/28299/3501/715/3494/722/3500/3514/3495/3538/3827/720/3502/3698/5345/3507/51129/183/721/335/3493/3240/259/3075/3045"
"GO:0019814","CC","GO:0019814","immunoglobulin complex",53,0.709151497630249,3.12207802363107,0.00104712041884817,0.0406787082649152,0.0379915305505142,848,"tags=89%, list=24%, signal=69%","28816/28943/28434/28784/28809/28410/28935/28458/28938/28392/28822/28803/28937/28423/28395/28913/28448/28817/28815/28467/28394/28388/3503/28444/28813/28793/28797/28468/3539/28442/28823/28908/28941/28439/28796/28912/28825/28299/28775/28409/3501/3494/3500/3514/100423062/3495/3538"
"GO:0050864","BP","GO:0050864","regulation of B cell activation",53,0.5279138691239,2.32416951056224,0.00104712041884817,0.0406787082649152,0.0379915305505142,1069,"tags=64%, list=30%, signal=46%","28434/2302/28410/28458/28392/28423/28395/28448/28467/28394/28388/3503/6422/28444/28468/1493/3539/3569/28442/28439/28409/3501/3494/3500/3514/100423062/3495/3538/3502/28408/3507/51237/3624/3493"
"GO:0038093","BP","GO:0038093","Fc receptor signaling pathway",48,0.594822142878191,2.58957339621393,0.0010482180293501,0.0406787082649152,0.0379915305505142,535,"tags=56%, list=15%, signal=48%","28816/28434/28809/28938/28392/28822/28937/28395/28913/28817/28815/28394/3503/28813/28793/28797/3539/28442/28823/28908/28439/28796/28912/28825/338339/2206/28299"
"GO:0016054","BP","GO:0016054","organic acid catabolic process",52,0.409404625946095,1.79263627962698,0.0010515247108307,0.0406787082649152,0.0379915305505142,961,"tags=46%, list=27%, signal=34%","64902/51179/58510/339896/1579/1610/2731/130013/2168/5625/189/169355/5446/4842/4143/1036/4051/10841/3952/64577/3067/66002/51268/3242"
"GO:0030449","BP","GO:0030449","regulation of complement activation",52,0.555196685198133,2.43100750978289,0.0010515247108307,0.0406787082649152,0.0379915305505142,1248,"tags=81%, list=35%, signal=53%","28816/28434/28809/28938/28392/28822/28937/28395/28913/28817/28815/28394/3503/28813/28793/28797/3539/28442/28823/28908/28439/28796/629/28912/28825/716/28299/3501/715/722/3500/3514/3538/720/3502/721/55061/1378/930/730/3075/28820"
"GO:0046395","BP","GO:0046395","carboxylic acid catabolic process",52,0.409404625946095,1.79263627962698,0.0010515247108307,0.0406787082649152,0.0379915305505142,961,"tags=46%, list=27%, signal=34%","64902/51179/58510/339896/1579/1610/2731/130013/2168/5625/189/169355/5446/4842/4143/1036/4051/10841/3952/64577/3067/66002/51268/3242"
"GO:0071466","BP","GO:0071466","cellular response to xenobiotic stimulus",52,0.411938009524147,1.80372905929876,0.0010515247108307,0.0406787082649152,0.0379915305505142,827,"tags=46%, list=23%, signal=36%","348158/2939/10249/26/2938/1800/10/91703/2327/1066/2706/2326/590/54578/5446/2678/4257/445/1573/1036/1393/3172/2949/4025"
"GO:2000257","BP","GO:2000257","regulation of protein activation cascade",52,0.555196685198133,2.43100750978289,0.0010515247108307,0.0406787082649152,0.0379915305505142,1248,"tags=81%, list=35%, signal=53%","28816/28434/28809/28938/28392/28822/28937/28395/28913/28817/28815/28394/3503/28813/28793/28797/3539/28442/28823/28908/28439/28796/629/28912/28825/716/28299/3501/715/722/3500/3514/3538/720/3502/721/55061/1378/930/730/3075/28820"
"GO:0002377","BP","GO:0002377","immunoglobulin production",46,0.586726288849319,2.53117821664287,0.00105708245243129,0.0406787082649152,0.0379915305505142,561,"tags=54%, list=16%, signal=46%","28816/28943/5950/28784/28809/28935/28938/28822/28803/28937/28913/28817/28815/28813/28793/28797/3569/28823/28908/28941/28796/28912/28825/28299/28775"
"GO:0072073","BP","GO:0072073","kidney epithelium development",45,0.426987597737059,1.83369410213695,0.00105820105820106,0.0406787082649152,0.0379915305505142,671,"tags=40%, list=19%, signal=33%","7369/2302/2045/79192/7021/7477/153572/6422/7484/8842/4868/6469/2668/6943/3976/2138/793/4070"
"GO:0044272","BP","GO:0044272","sulfur compound biosynthetic process",44,0.442290231157833,1.88888401965955,0.00105932203389831,0.0406787082649152,0.0379915305505142,787,"tags=45%, list=22%, signal=36%","10331/2939/4060/1634/2938/4969/4958/2331/83539/635/2678/4257/9348/1462/79966/4143/5549/1036/4166/2949"
"GO:0050853","BP","GO:0050853","B cell receptor signaling pathway",44,0.551200053723572,2.35400399956471,0.00105932203389831,0.0406787082649152,0.0379915305505142,1069,"tags=70%, list=30%, signal=50%","28434/28410/28458/28392/28423/28395/640/28448/28467/28394/28388/3503/28444/28468/1493/3539/28442/28439/28409/3501/3494/3500/3514/100423062/3495/3538/3502/28408/3507/5579/3493"
"GO:0006022","BP","GO:0006022","aminoglycan metabolic process",43,0.485203865698187,2.05727822481141,0.00106269925611052,0.0406787082649152,0.0379915305505142,958,"tags=53%, list=27%, signal=40%","10331/90161/3037/4060/1634/89792/4969/4958/3036/11227/2262/79625/2331/83539/9348/1462/5549/2134/4166/2296/60495/9955/3698"
"GO:0030203","BP","GO:0030203","glycosaminoglycan metabolic process",42,0.4743247474244,1.99954793851363,0.00106496272630458,0.0406787082649152,0.0379915305505142,958,"tags=52%, list=27%, signal=39%","10331/90161/3037/4060/1634/4969/4958/3036/11227/2262/79625/2331/83539/9348/1462/5549/2134/4166/2296/60495/9955/3698"
"GO:0042133","BP","GO:0042133","neurotransmitter metabolic process",42,0.448795125789954,1.89192609801853,0.00106496272630458,0.0406787082649152,0.0379915305505142,1049,"tags=55%, list=29%, signal=39%","64902/10249/6582/1807/1644/2731/133121/145270/635/5740/590/189/26002/4842/445/4129/51733/1621/3067/1545/80736/5806/183"
"GO:0002433","BP","GO:0002433","immune response-regulating cell surface receptor signaling pathway involved in phagocytosis",37,0.671219221602697,2.7771936538199,0.00107066381156317,0.0406787082649152,0.0379915305505142,446,"tags=65%, list=13%, signal=57%","28816/28434/28809/28938/28392/28822/28937/28395/28913/28817/28815/28394/3503/28813/28793/28797/3539/28442/28823/28908/28439/28796/28912/28825"
"GO:0005903","CC","GO:0005903","brush border",37,0.47941736985391,1.98360659861645,0.00107066381156317,0.0406787082649152,0.0379915305505142,881,"tags=54%, list=25%, signal=41%","116085/10786/6564/340024/10568/79849/6569/7429/257629/6514/6550/4036/8029/53841/11136/5174/10083/59272/5745/2348"
"GO:0006911","BP","GO:0006911","phagocytosis, engulfment",37,0.624338217554742,2.58322181461093,0.00107066381156317,0.0406787082649152,0.0379915305505142,983,"tags=78%, list=28%, signal=57%","28434/28410/28458/28392/28423/28395/28448/28467/28394/28388/3503/28444/28468/3539/28442/28439/114786/28409/3501/3494/3500/3514/100423062/3495/3538/3502/7057/28408/3507"
"GO:0038096","BP","GO:0038096","Fc-gamma receptor signaling pathway involved in phagocytosis",37,0.671219221602697,2.7771936538199,0.00107066381156317,0.0406787082649152,0.0379915305505142,446,"tags=65%, list=13%, signal=57%","28816/28434/28809/28938/28392/28822/28937/28395/28913/28817/28815/28394/3503/28813/28793/28797/3539/28442/28823/28908/28439/28796/28912/28825"
"GO:0050871","BP","GO:0050871","positive regulation of B cell activation",40,0.589582647594886,2.46538665712607,0.00107296137339056,0.0406787082649152,0.0379915305505142,983,"tags=70%, list=28%, signal=51%","28434/28410/28458/28392/28423/28395/28448/28467/28394/28388/3503/28444/28468/3539/3569/28442/28439/28409/3501/3494/3500/3514/100423062/3495/3538/3502/28408/3507"
"GO:0002431","BP","GO:0002431","Fc receptor mediated stimulatory signaling pathway",39,0.655801574383773,2.72627755213146,0.00107642626480086,0.0406787082649152,0.0379915305505142,446,"tags=62%, list=13%, signal=54%","28816/28434/28809/28938/28392/28822/28937/28395/28913/28817/28815/28394/3503/28813/28793/28797/3539/28442/28823/28908/28439/28796/28912/28825"
"GO:0010324","BP","GO:0010324","membrane invagination",39,0.603380590561587,2.50835469705238,0.00107642626480086,0.0406787082649152,0.0379915305505142,983,"tags=74%, list=28%, signal=54%","28434/28410/28458/28392/28423/28395/28448/28467/28394/28388/3503/28444/28468/3539/28442/28439/114786/28409/3501/3494/3500/3514/100423062/3495/3538/3502/7057/28408/3507"
"GO:0038094","BP","GO:0038094","Fc-gamma receptor signaling pathway",39,0.660861402560555,2.74731210970929,0.00107642626480086,0.0406787082649152,0.0379915305505142,535,"tags=67%, list=15%, signal=57%","28816/28434/28809/28938/28392/28822/28937/28395/28913/28817/28815/28394/3503/28813/28793/28797/3539/28442/28823/28908/28439/28796/28912/28825/338339/28299"
"GO:1990266","BP","GO:1990266","neutrophil migration",39,0.459065796970066,1.90841380398766,0.00107642626480086,0.0406787082649152,0.0379915305505142,727,"tags=46%, list=20%, signal=37%","7369/6356/6288/6372/2919/1907/2921/10344/6368/7499/6364/6374/6363/2920/6357/3576/6361/6347"
"GO:0099024","BP","GO:0099024","plasma membrane invagination",38,0.613264087321689,2.53332515740177,0.00107874865156419,0.0406787082649152,0.0379915305505142,983,"tags=76%, list=28%, signal=56%","28434/28410/28458/28392/28423/28395/28448/28467/28394/28388/3503/28444/28468/3539/28442/28439/114786/28409/3501/3494/3500/3514/100423062/3495/3538/3502/7057/28408/3507"
"GO:0001656","BP","GO:0001656","metanephros development",36,0.478156937394768,1.9580514217182,0.001085776330076,0.0406787082649152,0.0379915305505142,733,"tags=44%, list=21%, signal=36%","7369/359/2302/79192/7021/7477/153572/5156/7484/6469/2668/6943/3976/2138/793/2255"
"GO:0006805","BP","GO:0006805","xenobiotic metabolic process",35,0.520879734666384,2.11443194377919,0.00108695652173913,0.0406787082649152,0.0379915305505142,827,"tags=60%, list=23%, signal=47%","348158/2939/10249/26/2938/1800/10/91703/2327/1066/2326/590/54578/5446/2678/4257/1573/1036/3172/2949/4025"
"GO:0038095","BP","GO:0038095","Fc-epsilon receptor signaling pathway",35,0.703588320666172,2.85610961893027,0.00108695652173913,0.0406787082649152,0.0379915305505142,535,"tags=71%, list=15%, signal=61%","28816/28434/28809/28938/28392/28822/28937/28395/28913/28817/28815/28394/28813/28793/28797/3539/28442/28823/28908/28439/28796/28912/28825/2206/28299"
"GO:1990868","BP","GO:1990868","response to chemokine",34,0.51012789538328,2.05731288464232,0.00108813928182807,0.0406787082649152,0.0379915305505142,973,"tags=65%, list=27%, signal=48%","6356/6372/2919/2921/10344/6368/6364/6374/1233/6363/2532/2920/6357/3576/6361/11240/6347/7066/6387/2296/6360/6375"
"GO:1990869","BP","GO:1990869","cellular response to chemokine",34,0.51012789538328,2.05731288464232,0.00108813928182807,0.0406787082649152,0.0379915305505142,973,"tags=65%, list=27%, signal=48%","6356/6372/2919/2921/10344/6368/6364/6374/1233/6363/2532/2920/6357/3576/6361/11240/6347/7066/6387/2296/6360/6375"
"GO:0006023","BP","GO:0006023","aminoglycan biosynthetic process",33,0.548166197404765,2.19684893286165,0.00109409190371991,0.0406787082649152,0.0379915305505142,718,"tags=52%, list=20%, signal=42%","10331/90161/3037/4060/1634/4969/4958/3036/11227/2262/2331/83539/9348/1462/5549/2134/4166"
"GO:0006024","BP","GO:0006024","glycosaminoglycan biosynthetic process",33,0.548166197404765,2.19684893286165,0.00109409190371991,0.0406787082649152,0.0379915305505142,718,"tags=52%, list=20%, signal=42%","10331/90161/3037/4060/1634/4969/4958/3036/11227/2262/2331/83539/9348/1462/5549/2134/4166"
"GO:0070098","BP","GO:0070098","chemokine-mediated signaling pathway",33,0.518847626050403,2.07935085928872,0.00109409190371991,0.0406787082649152,0.0379915305505142,973,"tags=67%, list=27%, signal=49%","6356/6372/2919/2921/10344/6368/6364/6374/1233/6363/2532/2920/6357/3576/6361/11240/6347/7066/6387/2296/6360/6375"
"GO:0034987","MF","GO:0034987","immunoglobulin receptor binding",32,0.674327281400309,2.69072846600794,0.00109529025191676,0.0406787082649152,0.0379915305505142,983,"tags=88%, list=28%, signal=64%","28434/28410/28458/28392/28423/28395/28448/28467/28394/28388/3503/28444/28468/3539/28442/28439/338339/28409/3501/3494/3500/3514/100423062/3495/3538/3502/28408/3507"
"GO:0006910","BP","GO:0006910","phagocytosis, recognition",31,0.674160698004554,2.66505886784054,0.00109769484083425,0.0406787082649152,0.0379915305505142,983,"tags=87%, list=28%, signal=64%","28434/28410/28458/28392/28423/28395/28448/28467/28394/28388/3503/28444/28468/3539/28442/28439/28409/3501/3494/3500/3514/100423062/3495/3538/3502/28408/3507"
"GO:0042571","CC","GO:0042571","immunoglobulin complex, circulating",30,0.696363843057459,2.7292341634519,0.00110132158590308,0.0406787082649152,0.0379915305505142,983,"tags=93%, list=28%, signal=68%","28434/28410/28458/28392/28423/28395/28448/28467/28394/28388/3503/28444/28468/3539/28442/28439/28912/28409/3501/3494/3500/3514/100423062/3495/3538/3502/28408/3507"
"GO:0005775","CC","GO:0005775","vacuolar lumen",28,0.520346320646964,1.99808666024925,0.00111856823266219,0.0406787082649152,0.0379915305505142,686,"tags=50%, list=19%, signal=41%","4060/1634/4969/4958/671/2262/2331/1511/129807/12/8029/1462/5549/11240"
"GO:0019842","MF","GO:0019842","vitamin binding",26,0.556739037726421,2.09198055445881,0.00112994350282486,0.0406787082649152,0.0379915305505142,888,"tags=65%, list=25%, signal=49%","5950/64902/339761/1644/339896/2731/189/7274/1382/8029/64220/10265/793/10841/1621/2348/3067"
"GO:0042379","MF","GO:0042379","chemokine receptor binding",26,0.535282346794432,2.01135574256119,0.00112994350282486,0.0406787082649152,0.0379915305505142,973,"tags=69%, list=27%, signal=51%","6356/9547/6372/2919/2921/10344/6368/6364/6374/6363/2920/6357/3576/6361/6347/6387/6360/6375"
"GO:0016052","BP","GO:0016052","carbohydrate catabolic process",24,0.509024150738799,1.87882259079477,0.00113895216400911,0.0406787082649152,0.0379915305505142,389,"tags=38%, list=11%, signal=34%","11181/5313/2538/229/57733/2528/55586/3356/129807"
"GO:0008009","MF","GO:0008009","chemokine activity",23,0.58791585537068,2.13948579700873,0.00114942528735632,0.0406787082649152,0.0379915305505142,973,"tags=78%, list=27%, signal=57%","6356/9547/6372/2919/2921/10344/6368/6364/6374/6363/2920/6357/3576/6361/6347/6387/6360/6375"
"GO:0031526","CC","GO:0031526","brush border membrane",23,0.518729477369694,1.88770950669886,0.00114942528735632,0.0406787082649152,0.0379915305505142,881,"tags=61%, list=25%, signal=46%","116085/10786/340024/10568/6569/6550/4036/8029/53841/11136/5174/59272/5745/2348"
"GO:0030514","BP","GO:0030514","negative regulation of BMP signaling pathway",17,0.579711609534572,1.94648909146819,0.00118764845605701,0.041245809931849,0.0385211702864727,802,"tags=59%, list=22%, signal=46%","50964/26585/64388/91851/6422/164656/4036/9573/25928/9241"
"GO:0043202","CC","GO:0043202","lysosomal lumen",17,0.622733825863917,2.09094415049847,0.00118764845605701,0.041245809931849,0.0385211702864727,654,"tags=59%, list=18%, signal=48%","4060/1634/4969/4958/2262/2331/129807/8029/1462/5549"
"GO:0009311","BP","GO:0009311","oligosaccharide metabolic process",14,0.700683342087187,2.22432135610694,0.00121359223300971,0.0412476412476412,0.0385228806281438,526,"tags=64%, list=15%, signal=55%","81849/11181/2525/89792/57733/8128/84620/129807/10317"
"GO:0044273","BP","GO:0044273","sulfur compound catabolic process",14,0.740157104980969,2.34963093396703,0.00121359223300971,0.0412476412476412,0.0385228806281438,682,"tags=86%, list=19%, signal=70%","4060/1634/4969/339896/4958/2331/189/2678/1462/4143/5549/1036"
"GO:0005793","CC","GO:0005793","endoplasmic reticulum-Golgi intermediate compartment",15,0.632825733507882,2.04073467501472,0.00122100122100122,0.0412476412476412,0.0385228806281438,881,"tags=73%, list=25%, signal=55%","9027/8842/2706/290/53345/7039/51471/5265/10841/1294/2348"
